customer_id,bill_date,signup_date,tenure_months,contract_type,service_type,region,city,customer_age,gender,monthly_charges,data_usage_gb,support_calls,satisfaction_score,payment_method,churn,churn_bool,bill_month,tenure_band,age_group
CUST102478,2025-11-28,2025-04-02,7.0,Month-to-month,Bundled,East,Patna,18.0,Female,1249.16,53.8,1.0,4.0,UPI,Yes,True,2025-11,7-12m,18-25
CUST102231,2025-09-29,2025-02-01,7.0,Month-to-month,Broadband,South,Chennai,46.0,Female,769.48,184.7,0.0,5.0,UPI,No,False,2025-09,7-12m,46-55
CUST101155,2025-09-20,2024-11-24,10.0,One year,Broadband,North,Jaipur,29.0,Male,856.16,110.2,0.0,5.0,UPI,No,False,2025-09,7-12m,26-35
CUST100754,2025-11-23,2024-07-31,16.0,Month-to-month,Broadband,South,Hyderabad,24.0,Female,773.38,92.0,3.0,5.0,Credit Card,No,False,2025-11,13-18m,18-25
CUST101076,2025-12-11,2025-04-15,8.0,Month-to-month,Broadband,West,Mumbai,35.0,Female,849.52,160.1,0.0,5.0,UPI,No,False,2025-12,7-12m,26-35
CUST101942,2025-12-15,2024-11-20,13.0,One year,Bundled,North,Delhi,33.0,Female,1141.84,22.6,1.0,5.0,UPI,No,False,2025-12,13-18m,26-35
CUST100322,2025-12-20,2025-01-24,11.0,One year,Mobile,West,Mumbai,36.0,Female,313.41,38.9,0.0,5.0,UPI,No,False,2025-12,7-12m,36-45
CUST101024,2025-10-18,2024-07-25,15.0,One year,Bundled,South,Chennai,39.0,Female,1222.21,37.3,0.0,5.0,Net Banking,No,False,2025-10,13-18m,36-45
CUST102407,2025-09-25,2024-07-02,14.0,One year,Broadband,West,Mumbai,65.0,Male,850.66,229.6,1.0,5.0,Net Banking,No,False,2025-09,13-18m,56-65
CUST100501,2025-10-11,,19.0,Month-to-month,Broadband,South,Bengaluru,36.0,Female,811.4,217.3,0.0,5.0,Net Banking,No,False,2025-10,19-24m,36-45
CUST102175,2025-10-01,2024-12-05,10.0,Two year,Broadband,North,Delhi,38.0,Female,764.55,72.1,0.0,5.0,UPI,No,False,2025-10,7-12m,36-45
CUST102180,2025-12-21,2025-03-26,9.0,One year,Mobile,South,Bengaluru,38.0,Male,399.75,19.5,0.0,5.0,UPI,No,False,2025-12,7-12m,36-45
CUST101618,2025-09-27,2025-05-30,4.0,One year,Mobile,North,Chandigarh,49.0,Male,388.46,21.8,2.0,4.0,Credit Card,No,False,2025-09,4-6m,46-55
CUST101062,2025-09-02,2025-02-04,7.0,Month-to-month,Bundled,East,Bhubaneswar,38.0,Male,1223.68,10.9,0.0,5.0,UPI,No,False,2025-09,7-12m,36-45
CUST102447,2025-07-12,2025-06-12,1.0,One year,Broadband,West,Pune,40.0,Male,796.26,197.9,1.0,5.0,Cash,No,False,2025-07,0-3m,36-45
CUST100692,2025-10-18,2024-10-23,12.0,Month-to-month,Broadband,West,Surat,18.0,Female,862.15,166.0,2.0,4.0,Net Banking,No,False,2025-10,7-12m,18-25
CUST101674,2025-09-28,2025-01-01,8.0,Month-to-month,Bundled,West,Surat,36.0,Male,1191.7,63.5,0.0,5.0,Credit Card,No,False,2025-09,7-12m,36-45
CUST100142,2025-12-13,2025-05-17,7.0,Month-to-month,Broadband,East,Patna,38.0,Female,784.63,99.0,1.0,4.0,Credit Card,No,False,2025-12,7-12m,36-45
CUST100748,2025-09-09,2025-06-11,3.0,Month-to-month,Bundled,North,Delhi,18.0,Female,1160.97,10.9,1.0,5.0,UPI,No,False,2025-09,0-3m,18-25
CUST101264,2025-11-15,2024-08-22,15.0,One year,Broadband,North,Delhi,42.0,Male,787.77,110.4,0.0,4.0,Credit Card,No,False,2025-11,13-18m,36-45
CUST102239,2025-12-03,,18.0,Month-to-month,Mobile,North,Chandigarh,35.0,Male,390.94,40.0,0.0,5.0,Credit Card,No,False,2025-12,13-18m,26-35
CUST100929,2025-10-26,2024-12-30,10.0,One year,Mobile,North,Delhi,43.0,Female,437.53,14.7,0.0,4.0,Credit Card,No,False,2025-10,7-12m,36-45
CUST101607,2025-10-23,,21.0,One year,Broadband,South,Kochi,53.0,Female,798.91,129.1,0.0,5.0,Credit Card,No,False,2025-10,19-24m,46-55
CUST101895,2025-10-13,2025-09-13,1.0,Month-to-month,Mobile,West,Ahmedabad,39.0,Female,484.43,28.8,0.0,4.0,UPI,No,False,2025-10,0-3m,36-45
CUST100140,2025-08-04,,16.0,Month-to-month,Mobile,South,Chennai,22.0,Male,418.42,52.6,0.0,4.0,Credit Card,No,False,2025-08,13-18m,18-25
CUST101352,2025-12-14,2025-02-17,10.0,Month-to-month,Mobile,West,Pune,36.0,Female,313.32,42.2,0.0,5.0,Cash,No,False,2025-12,7-12m,36-45
CUST100470,2025-12-19,,23.0,Month-to-month,Mobile,North,Chandigarh,23.0,Female,351.99,58.7,0.0,4.0,Cash,Yes,True,2025-12,19-24m,18-25
CUST102867,2025-12-17,2024-10-23,14.0,Month-to-month,Mobile,East,Guwahati,35.0,Female,360.61,61.3,1.0,3.0,Cash,Yes,True,2025-12,13-18m,26-35
CUST101559,2025-11-20,2024-09-26,14.0,One year,Bundled,West,Pune,42.0,Male,1209.81,48.1,0.0,4.0,Net Banking,No,False,2025-11,13-18m,36-45
CUST100387,2025-08-04,2025-03-07,5.0,Two year,Broadband,East,Bhubaneswar,49.0,Female,770.83,78.4,1.0,5.0,Credit Card,No,False,2025-08,4-6m,46-55
CUST100734,2025-09-10,2025-07-12,2.0,Month-to-month,Mobile,West,Ahmedabad,23.0,Female,338.77,31.7,1.0,4.0,Cash,No,False,2025-09,0-3m,18-25
CUST101172,2025-09-14,,16.0,Month-to-month,Broadband,East,Bhubaneswar,33.0,Female,612.89,201.4,0.0,3.0,Cash,No,False,2025-09,13-18m,26-35
CUST101512,2025-12-10,,21.0,Month-to-month,Mobile,East,Patna,36.0,Female,397.84,37.2,2.0,4.0,Credit Card,Yes,True,2025-12,19-24m,36-45
CUST101583,2025-11-27,2025-06-30,11.0,Month-to-month,Mobile,South,Kochi,32.0,Female,403.13,48.0,0.0,5.0,Cash,No,False,2025-11,7-12m,26-35
CUST100238,2025-09-06,,16.0,Month-to-month,Mobile,West,Mumbai,38.0,Male,299.34,43.8,1.0,5.0,Credit Card,No,False,2025-09,13-18m,36-45
CUST101370,2025-10-09,2024-12-13,10.0,Month-to-month,Broadband,South,Chennai,52.0,Male,762.4,203.5,3.0,3.0,UPI,No,False,2025-10,7-12m,46-55
CUST101646,2025-12-17,2025-08-19,4.0,Month-to-month,Mobile,North,Delhi,38.0,Male,456.29,29.6,0.0,5.0,Credit Card,No,False,2025-12,4-6m,36-45
CUST101043,2025-07-19,2024-09-22,10.0,Month-to-month,Mobile,North,Jaipur,54.0,Female,450.4,48.1,0.0,3.0,Cash,No,False,2025-07,7-12m,46-55
CUST101172,2025-12-13,,19.0,Month-to-month,Broadband,East,Bhubaneswar,33.0,Female,927.89,150.6,1.0,3.0,Cash,No,False,2025-12,19-24m,26-35
CUST101418,2025-10-14,2025-08-15,2.0,Month-to-month,Bundled,East,Kolkata,46.0,Female,1267.77,12.7,0.0,4.0,Net Banking,No,False,2025-10,0-3m,46-55
CUST100329,2025-12-10,2025-06-13,6.0,Two year,Bundled,North,Delhi,29.0,Male,1096.74,11.2,0.0,5.0,UPI,No,False,2025-12,4-6m,26-35
CUST102829,2025-12-19,,20.0,Month-to-month,Mobile,West,Mumbai,31.0,Female,476.83,34.3,1.0,5.0,Net Banking,No,False,2025-12,19-24m,26-35
CUST101865,2025-12-21,2024-12-26,12.0,One year,Mobile,North,Chandigarh,44.0,Female,323.48,17.1,0.0,4.0,UPI,No,False,2025-12,7-12m,36-45
CUST100465,2025-09-08,2024-10-13,11.0,Two year,Broadband,North,Lucknow,39.0,Male,807.13,181.2,1.0,4.0,UPI,No,False,2025-09,7-12m,36-45
CUST100035,2025-10-03,2025-04-06,6.0,One year,Bundled,South,Kochi,34.0,Male,1239.2,24.0,0.0,4.0,UPI,No,False,2025-10,4-6m,26-35
CUST101225,2025-11-07,2025-09-08,2.0,Two year,Broadband,East,Patna,22.0,Male,862.05,121.1,0.0,5.0,Credit Card,No,False,2025-11,0-3m,18-25
CUST100921,2025-10-27,2025-03-01,7.0,Two year,Mobile,South,Hyderabad,42.0,Male,435.31,35.7,0.0,5.0,Credit Card,No,False,2025-10,7-12m,36-45
CUST101565,2025-11-20,,17.0,Month-to-month,Mobile,South,Bengaluru,18.0,Male,370.24,40.0,2.0,4.0,UPI,No,False,2025-11,13-18m,18-25
CUST101270,2025-12-05,2024-12-10,11.0,Month-to-month,Bundled,South,Chennai,22.0,Male,1211.72,28.1,0.0,5.0,Cash,No,False,2025-12,7-12m,18-25
CUST101381,2025-09-02,2025-08-03,1.0,Month-to-month,Mobile,East,Guwahati,42.0,Female,322.27,22.0,0.0,5.0,Cash,No,False,2025-09,0-3m,36-45
CUST100879,2025-12-25,2025-09-26,3.0,Month-to-month,Bundled,East,Bhubaneswar,28.0,Female,1191.42,28.0,0.0,5.0,UPI,No,False,2025-12,0-3m,26-35
CUST102551,2025-10-10,2025-04-13,6.0,Two year,Mobile,East,Guwahati,48.0,Male,362.84,21.2,0.0,5.0,Cash,No,False,2025-10,4-6m,46-55
CUST102092,2025-12-15,2024-08-22,16.0,Month-to-month,Mobile,South,Kochi,51.0,Female,370.42,4.3,1.0,2.0,Net Banking,Yes,True,2025-12,13-18m,46-55
CUST102905,2025-10-10,2024-07-17,15.0,Month-to-month,Broadband,South,Bengaluru,33.0,Female,748.83,222.9,2.0,3.0,Cash,No,False,2025-10,13-18m,26-35
CUST101819,2025-07-23,2025-01-24,6.0,Month-to-month,Broadband,North,Delhi,32.0,Male,798.91,168.0,1.0,3.0,Credit Card,No,False,2025-07,4-6m,26-35
CUST101332,2025-12-24,2025-08-26,4.0,Two year,Mobile,South,Hyderabad,27.0,Female,285.16,32.2,0.0,5.0,Net Banking,No,False,2025-12,4-6m,26-35
CUST100522,2025-10-18,,17.0,One year,Mobile,South,Chennai,31.0,Female,400.1,23.1,0.0,5.0,Credit Card,No,False,2025-10,13-18m,26-35
CUST102001,2025-12-01,2025-06-04,6.0,Month-to-month,Bundled,East,Kolkata,63.0,Female,1260.77,21.4,1.0,4.0,Credit Card,Yes,True,2025-12,4-6m,56-65
CUST101909,2025-12-12,2025-05-16,7.0,Two year,Mobile,West,Mumbai,38.0,Male,355.93,27.9,1.0,5.0,UPI,No,False,2025-12,7-12m,36-45
CUST100279,2025-10-25,2024-08-01,11.0,Month-to-month,Broadband,South,Kochi,18.0,Male,836.34,77.6,0.0,5.0,Cash,No,False,2025-10,7-12m,18-25
CUST102069,2025-12-02,2024-07-10,17.0,One year,Mobile,East,Guwahati,46.0,Female,378.58,24.7,0.0,5.0,UPI,No,False,2025-12,13-18m,46-55
CUST101398,2025-11-23,2024-11-28,12.0,Month-to-month,Broadband,South,Hyderabad,38.0,Female,912.32,137.6,0.0,5.0,Net Banking,No,False,2025-11,7-12m,36-45
CUST102089,2025-12-22,2024-09-28,15.0,Month-to-month,Mobile,North,Lucknow,31.0,Female,514.8,30.4,0.0,5.0,Cash,No,False,2025-12,13-18m,26-35
CUST100845,2025-12-06,2025-02-09,10.0,Month-to-month,Bundled,North,Jaipur,18.0,Male,1160.23,44.4,1.0,5.0,UPI,No,False,2025-12,7-12m,18-25
CUST101788,2025-10-28,2025-07-30,3.0,Month-to-month,Bundled,North,Delhi,18.0,Female,1247.69,17.4,0.0,5.0,UPI,No,False,2025-10,0-3m,18-25
CUST101406,2025-10-31,,21.0,Month-to-month,Bundled,East,Bhubaneswar,43.0,Male,1110.88,23.1,0.0,5.0,Net Banking,No,False,2025-10,19-24m,36-45
CUST102301,2025-10-29,2024-08-05,14.0,Two year,Mobile,East,Patna,47.0,Female,399.18,90.0,0.0,4.0,Net Banking,No,False,2025-10,13-18m,46-55
CUST102571,2025-12-06,2024-09-12,11.0,Month-to-month,Bundled,South,Chennai,33.0,Male,1245.55,44.6,2.0,5.0,UPI,No,False,2025-12,7-12m,26-35
CUST102771,2025-09-16,,20.0,Month-to-month,Broadband,South,Chennai,57.0,Male,737.73,183.7,0.0,4.0,Credit Card,No,False,2025-09,19-24m,56-65
CUST100148,2025-10-31,2024-09-06,13.0,Month-to-month,Mobile,North,Delhi,28.0,Female,420.4,42.3,0.0,5.0,Credit Card,No,False,2025-10,13-18m,26-35
CUST100084,2025-12-02,2025-08-04,4.0,Month-to-month,Broadband,South,Kochi,41.0,Female,799.7,41.9,2.0,3.0,Cash,Yes,True,2025-12,4-6m,36-45
CUST102188,2025-08-22,2024-11-25,11.0,One year,Mobile,West,Ahmedabad,26.0,Male,373.39,15.2,0.0,5.0,UPI,No,False,2025-08,7-12m,26-35
CUST100909,2025-07-13,2024-09-16,10.0,Month-to-month,Bundled,North,Chandigarh,28.0,Female,1217.26,30.4,0.0,5.0,UPI,No,False,2025-07,7-12m,26-35
CUST102425,2025-11-11,2024-10-17,13.0,Month-to-month,Broadband,West,Mumbai,40.0,Male,813.77,144.9,0.0,5.0,Credit Card,No,False,2025-11,13-18m,36-45
CUST101122,2025-11-24,2025-03-29,8.0,Month-to-month,Broadband,West,Surat,69.0,Female,760.79,277.8,0.0,5.0,Credit Card,No,False,2025-11,7-12m,66+
CUST100703,2025-08-19,2025-02-20,6.0,Month-to-month,Bundled,East,Guwahati,55.0,Male,1195.2,53.1,1.0,4.0,Credit Card,No,False,2025-08,4-6m,46-55
CUST101064,2025-12-11,2025-01-15,11.0,Month-to-month,Mobile,West,Ahmedabad,30.0,Female,410.98,23.1,1.0,5.0,UPI,No,False,2025-12,7-12m,26-35
CUST100548,2025-11-14,2025-09-15,2.0,Month-to-month,Bundled,South,Kochi,40.0,Male,1212.57,33.3,3.0,4.0,Credit Card,No,False,2025-11,0-3m,36-45
CUST101344,2025-10-20,,16.0,Month-to-month,Bundled,South,Kochi,61.0,Female,1180.19,15.0,0.0,5.0,Cash,No,False,2025-10,13-18m,56-65
CUST100594,2025-07-01,2024-11-03,8.0,Two year,Broadband,East,Kolkata,54.0,Female,723.45,91.4,0.0,5.0,UPI,No,False,2025-07,7-12m,46-55
CUST101954,2025-12-12,2024-10-18,14.0,Month-to-month,Bundled,East,Kolkata,67.0,Male,1206.69,26.1,0.0,5.0,Net Banking,No,False,2025-12,13-18m,66+
CUST100549,2025-09-25,2025-02-27,7.0,Month-to-month,Bundled,South,Chennai,43.0,Male,1128.7,28.0,0.0,5.0,Cash,No,False,2025-09,7-12m,36-45
CUST102580,2025-09-03,2025-04-06,5.0,Month-to-month,Broadband,West,Surat,57.0,Male,852.36,167.0,1.0,4.0,Credit Card,No,False,2025-09,4-6m,56-65
CUST102066,2025-10-17,2025-07-19,3.0,Month-to-month,Broadband,East,Patna,51.0,Female,816.85,113.0,1.0,5.0,Net Banking,No,False,2025-10,0-3m,46-55
CUST100116,2025-12-11,,21.0,One year,Bundled,East,Bhubaneswar,26.0,Female,1232.9,41.2,1.0,4.0,Cash,No,False,2025-12,19-24m,26-35
CUST102111,2025-08-22,2025-05-24,3.0,One year,Mobile,South,Bengaluru,38.0,Female,527.3,30.5,0.0,5.0,Cash,No,False,2025-08,0-3m,36-45
CUST102899,2025-11-03,2024-12-08,11.0,Two year,Broadband,East,Kolkata,39.0,Female,807.49,229.4,0.0,5.0,Net Banking,No,False,2025-11,7-12m,36-45
CUST101771,2025-07-21,2024-10-24,9.0,One year,Bundled,North,Delhi,29.0,Female,1264.56,23.6,0.0,5.0,UPI,No,False,2025-07,7-12m,26-35
CUST100470,2025-10-20,,21.0,Month-to-month,Mobile,North,Chandigarh,23.0,Female,317.17,44.5,4.0,2.0,Cash,No,False,2025-10,19-24m,18-25
CUST102092,2025-07-18,2024-08-22,11.0,Month-to-month,Mobile,South,Kochi,51.0,Female,472.56,34.6,2.0,5.0,Net Banking,No,False,2025-07,7-12m,46-55
CUST102977,2025-08-31,,16.0,Month-to-month,Broadband,West,Surat,50.0,Female,830.09,103.2,1.0,5.0,UPI,No,False,2025-08,13-18m,46-55
CUST101077,2025-11-05,2024-12-10,11.0,Month-to-month,Bundled,North,Delhi,60.0,Male,1208.18,40.7,1.0,5.0,Net Banking,No,False,2025-11,7-12m,56-65
CUST100551,2025-11-15,2025-10-16,1.0,One year,Mobile,West,Surat,33.0,Female,473.19,28.6,0.0,5.0,Credit Card,No,False,2025-11,0-3m,26-35
CUST100639,2025-08-09,2025-06-10,2.0,Two year,Broadband,West,Ahmedabad,33.0,Female,826.68,145.3,0.0,4.0,Credit Card,No,False,2025-08,0-3m,26-35
CUST101117,2025-09-02,2025-03-06,6.0,One year,Broadband,East,Kolkata,34.0,Female,778.43,148.8,1.0,4.0,Net Banking,No,False,2025-09,4-6m,26-35
CUST102448,2025-09-10,2024-09-15,12.0,One year,Broadband,West,Surat,37.0,Female,811.62,189.9,1.0,5.0,Credit Card,No,False,2025-09,7-12m,36-45
CUST101026,2025-08-09,,19.0,Two year,Mobile,West,Mumbai,62.0,Female,306.98,65.8,1.0,5.0,UPI,No,False,2025-08,19-24m,56-65
CUST100844,2025-11-01,2024-09-07,14.0,Two year,Mobile,South,Bengaluru,18.0,Female,445.04,29.4,3.0,3.0,UPI,No,False,2025-11,13-18m,18-25
CUST100194,2025-12-01,,22.0,Two year,Bundled,South,Bengaluru,33.0,Female,1246.03,35.1,0.0,5.0,Net Banking,No,False,2025-12,19-24m,26-35
CUST101666,2025-11-17,2024-09-23,14.0,Month-to-month,Bundled,East,Kolkata,40.0,Male,1195.87,41.4,0.0,5.0,Net Banking,No,False,2025-11,13-18m,36-45
CUST102144,2025-11-27,,21.0,Month-to-month,Bundled,West,Ahmedabad,42.0,Male,1192.76,44.4,0.0,5.0,UPI,No,False,2025-11,19-24m,36-45
CUST102717,2025-10-03,,17.0,One year,Bundled,North,Jaipur,59.0,Female,1217.69,42.7,2.0,4.0,Credit Card,No,False,2025-10,13-18m,56-65
CUST100161,2025-08-08,2024-08-13,11.0,Two year,Bundled,West,Pune,31.0,Female,1120.54,43.3,1.0,4.0,UPI,No,False,2025-08,7-12m,26-35
CUST101343,2025-09-03,,11.0,Month-to-month,Broadband,West,Pune,35.0,Female,812.52,118.8,0.0,5.0,Net Banking,No,False,2025-09,7-12m,26-35
CUST100193,2025-10-10,2024-08-16,14.0,Month-to-month,Mobile,South,Hyderabad,22.0,Female,346.78,65.3,1.0,3.0,Net Banking,No,False,2025-10,13-18m,18-25
CUST101685,2025-12-20,2025-02-23,10.0,Two year,Broadband,West,Ahmedabad,38.0,Male,788.15,91.4,0.0,5.0,UPI,No,False,2025-12,7-12m,36-45
CUST100746,2025-11-15,2025-03-20,8.0,Month-to-month,Broadband,West,Pune,44.0,Female,772.17,131.6,0.0,5.0,Credit Card,No,False,2025-11,7-12m,36-45
CUST102818,2025-08-10,,19.0,Month-to-month,Bundled,East,Patna,27.0,Male,1199.19,18.9,0.0,5.0,Cash,No,False,2025-08,19-24m,26-35
CUST100793,2025-10-17,,16.0,Month-to-month,Broadband,South,Chennai,38.0,Male,785.52,282.1,1.0,4.0,Credit Card,No,False,2025-10,13-18m,36-45
CUST101776,2025-09-27,2024-07-04,14.0,One year,Broadband,West,Pune,26.0,Male,789.66,136.0,0.0,5.0,UPI,No,False,2025-09,13-18m,26-35
CUST102993,2025-08-19,,19.0,Month-to-month,Bundled,West,Mumbai,50.0,Female,1189.89,32.5,0.0,5.0,Cash,No,False,2025-08,19-24m,46-55
